financial_aid_status,internet_connectivity_issues,motivation_score,career_alignment,stress_levels,family_support,attendance_rate,test_scores_avg,backlogs,teaching_quality_rating,family_income_log,distance_to_institute_log,location_type_Semi-urban,location_type_Urban
1.606893556332806,0.2659824703876754,1.8770353059799727,0.001762427568213384,-1.4139379542402513,1.2926729900463574,-1.0150131613480164,1.5165422543248621,1.1808575801402956,1.199835554974072,0.7378160591596774,-0.4344717149399473,False,True
0.2622127560543072,1.6030577254783236,0.10974553867505113,0.001762427568213384,-0.12477277290755714,-0.045893715622947556,1.6085872385855993,1.620566266599334,-0.7470731629459012,0.6775596818411685,1.0687325270535788,-0.18232908396905054,False,False
1.606893556332806,1.6030577254783236,0.993390422327512,0.001762427568213384,1.164392408425137,-0.045893715622947556,0.11000753994802073,-0.1539610016122409,0.6988748943687463,0.6775596818411685,-0.4321847906909395,0.35457582222350265,True,False
0.2622127560543072,-1.0710927847029728,-0.33207690315117927,-1.4081796270025237,-0.12477277290755714,-0.045893715622947556,-1.3494787752468385,0.4028734170334607,0.2168922085971971,-0.8892679375575422,0.42199080399669575,0.7930343530898194,False,False
0.2622127560543072,0.2659824703876754,-0.33207690315117927,0.001762427568213384,-0.12477277290755714,-0.045893715622947556,-1.5970702037173947,1.3146132893214761,-0.7470731629459012,0.15528380870826494,-0.8283326407449416,1.4625823792372579,False,False
0.2622127560543072,-1.0710927847029728,-0.33207690315117927,-1.4081796270025237,-0.12477277290755714,-0.045893715622947556,1.2306845319726447,0.617040501127961,-0.7470731629459012,-0.36699206442463866,-0.31798978574850284,-1.4739158342344307,False,True
0.2622127560543072,0.2659824703876754,0.5515679805012815,1.4117044821389504,-1.4139379542402513,-0.045893715622947556,0.47053540947532213,1.5532566115982056,-0.7470731629459012,1.7221114281069756,0.2842164150445101,0.3429530564274555,False,False
1.606893556332806,0.2659824703876754,-1.6575442286298705,-1.4081796270025237,-0.12477277290755714,-0.045893715622947556,-0.23314549249362765,-0.8025813134412989,-0.2650904771743521,-0.36699206442463866,1.0178829319529414,-0.6964910628670282,False,True
0.2622127560543072,-1.0710927847029728,0.993390422327512,1.4117044821389504,-0.12477277290755714,-0.045893715622947556,-0.8195462441344192,-0.8331766111690847,-0.2650904771743521,-0.36699206442463866,-1.3456253093046997,1.804028870723802,False,False
-1.0824680442241916,-1.0710927847029728,1.4352128641537423,0.001762427568213384,-0.12477277290755714,-0.045893715622947556,-1.9054735619877372,0.1703491543022881,-0.2650904771743521,1.199835554974072,0.3042657071979695,-1.6666608246889991,True,False
-1.0824680442241916,0.2659824703876754,-1.21572178680364,-1.4081796270025237,1.164392408425137,-0.045893715622947556,-0.10717792362264283,1.467589777960405,-0.7470731629459012,-0.36699206442463866,-0.4279378647531928,0.6309087074980618,False,False
-1.0824680442241916,0.2659824703876754,0.10974553867505113,0.001762427568213384,-1.4139379542402513,1.2926729900463574,0.7789387677456647,0.07244420157337399,-0.7470731629459012,-1.4115438106904459,0.6589808340047765,-0.22222037434696687,True,False
